claimId,claimSlug,claimHeadline,claimTruthiness,articleId,articleUrl,articleVersion,articleVersionId,articleHeadline,articleByline,articleStance,articleHeadlineStance,articleBody,query,LLM_Response,Response
ab9f8ca0-771b-11e4-94c6-4131d5b705e4,america-adopting-the-euro,President Obama ordered the Federal Reserve to adopt the Euro,False,b1437d10-771b-11e4-94c6-4131d5b705e4,http://www.snopes.com/media/notnews/eurocurrency.asp,1,b15d1f90-771b-11e4-8be1-09073eeca6aa,Euroneous,,against,ignoring,"
Example: [Collected via e-mail, November 2014]

Is this a legitimate story? Obama Orders Fed To Adopt Euro Currency

Origins: On 20 November 2014, the National Report published an article claiming President Obama was changing the currency of the United States from dollars to euros:

In the boldest takeover of Presidential authority in history, Barack Obama ordered the Federal Reserve to adopt the euro beginning October 1, 2015, the start of the next fiscal year. The US will soon share the single monetary system used by 18 European Union member states, including Greece, France, Germany, and Slovakia.

The surprise announcement resulted from secret overseas deals between Obama, foreign finance ministers and the Federal Reserve System. ""This step forward,"" announced Obama, ""will make it easier for Americans and Wall Street to compare prices, stabilize the economy, and set us up to again become leaders on the world economic stage."" - See more at: http://nationalreport.net/obama-orders-fed-adopt-euro-currency/#sthash.jttBKsQw.dpuf

Soon afterwards links and excerpts referencing this article were being circulated via social media, with many of those who encountered such references mistaking them for genuine news reports. However, the article was just the latest bit of fiction from the National Report , a web site that publishes outrageous fake news stories such as ""IRS Plans to Target Leprechauns Next,"" ""Boy Scouts Announce Boobs Merit Badge,"" and ""New CDC Study Indicates Pets of Gay Couples Worse at Sports, Better at Fashion Than Pets of Straight Couples.""

The National Report 's (since removed) disclaimer page notes that:

National Report is a news and political satire web publication, which may or may not use real names, often in semi-real or mostly fictitious ways. All news articles contained within National Report are fiction, and presumably fake news. Any resemblance to the truth is purely coincidental.

National Report publisher Allen Montgomery has also stated to the legitimate press that in no way should anyone construe the National Report as real news:

""It is our opinion that if a person is too lazy to check for multiple references [or at least one other source] ... and they spread misinformation around as fact, then they are to blame for their own stupidity, not us,"" he said.

<!-- kmn_size = '300x250'; kmn_placement = '1c8834441f20e22a0aef009c095a6cab'; //-->

<!-- google_ad_client = ""pub-6608306193529351""; google_ad_width = 468; google_ad_height = 60; google_ad_format = ""468x60_as""; google_ad_type = ""text""; google_ad_channel = ""0054321535""; google_color_border = ""000000""; //-->",Is this true that President Obama ordered the Federal Reserve to adopt the Euro?,"No, it is not true that President Obama ordered the Federal Reserve to adopt the Euro. The Federal Reserve is the central banking system of the United States, and it is responsible for setting monetary policy and regulating the US financial system. The Euro, on the other hand, is the official currency of the European Union (EU) and is used by 19 of the 28 member states. The Federal Reserve has always maintained its independence and autonomy in setting monetary policy, and it has never been ordered by any US President to adopt a foreign currency, including the Euro. In fact, the Federal Reserve has consistently maintained its commitment to the US dollar as the official currency of the United States. It's worth noting that the idea of the Federal Reserve adopting the Euro is highly unlikely, as it would require a significant overhaul of the US financial system and would likely face strong opposition from Congress and the American public. Additionally, the Federal Reserve has a long history of maintaining its independence and autonomy, and it is unlikely to compromise its authority by adopting a foreign currency. In summary, there is no evidence to suggest that President Obama or any other US President has ordered the Federal Reserve to adopt the Euro. The Federal Reserve remains committed to the US dollar and continues to set monetary policy independently.",false
8affd600-7b06-11e4-b794-93ed794d7b91,axel-rose-dead,Guns N' Roses signer Axel Rose is dead,False,1a2a3a00-7b07-11e4-b794-93ed794d7b91,http://en.mediamass.net/people/axl-rose/deathhoax.html,1,9eb00200-7b07-11e4-b794-93ed794d7b91,“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,Jessica Simpson,against,against,"News of singer Axl Rose’s death spread quickly earlier this week causing concern among fans across the world. However the December 2014 report has now been confirmed as a complete hoax and just the latest in a string of fake celebrity death reports. Thankfully, Guns N' Roses frontman is alive and well.

UPDATE 03/12/2014 : This story seems to be false. (read more)

Axl Rose death hoax spreads on Facebook

Rumors of the singer’s alleged demise gained traction on Monday after a ‘R.I.P. Axl Rose’ Facebook page attracted nearly one million of ‘likes’. Those who read the ‘About’ page were given a believable account of the American singer’s passing:

“At about 11 a.m. ET on Monday (December 01, 2014), our beloved singer Axl Rose passed away. Axl Rose was born on February 6, 1962 in Lafayette. He will be missed but not forgotten. Please show your sympathy and condolences by commenting on and liking this page.”
Hundreds of fans immediately started writing their messages of condolence on the Facebook page, expressing their sadness that the talented 52-year-old singer, musician and songwriter was dead. And as usual, Twittersphere was frenzied over the death hoax.

Where as some trusting fans believed the post, others were immediately skeptical of the report, perhaps learning their lesson from the huge amount of fake death reports emerging about celebrities over recent months. Some pointed out that the news had not been carried on any major American network, indicating that it was a fake report, as the death of a singer of Axl Rose's stature would be major news across networks.

A recent poll conducted for the Celebrity Post shows that a large majority (89%) of respondents think those Axl Rose death rumors are not funny anymore.

Axl Rose Death Hoax Dismissed Since Singer Is ‘Alive And Well’

On Tuesday (December 02) the singer's reps officially confirmed that Axl Rose is not dead. “He joins the long list of celebrities who have been victimized by this hoax. He's still alive and well, stop believing what you see on the Internet,” they said.

Some fans have expressed anger at the fake report saying it was reckless, distressing and hurtful to fans of the much loved singer. Others say this shows his extreme popularity across the globe.",Is this true that Guns N' Roses signer Axel Rose is dead?,"No, it is not true that Guns N' Roses singer Axl Rose is dead. Axl Rose is still alive and active in the music industry. Born William Bruce Rose Jr. on February 6, 1962, Axl Rose is the lead vocalist and co-founder of the iconic rock band Guns N' Roses. Despite some health issues and personal struggles in the past, Axl Rose has continued to perform and record music with Guns N' Roses, as well as with his side project, AC/DC. In recent years, Guns N' Roses has embarked on several successful reunion tours, including the ""Not in This Lifetime..."" tour, which concluded in 2019. Axl Rose has also been involved in various other projects, such as his work with the Hollywood Vampires supergroup and his solo music endeavors. There is no credible evidence to suggest that Axl Rose has passed away. It's essential to rely on reputable sources for information about public figures, as misinformation can spread quickly online. If you're unsure about the accuracy of a news story or rumor, it's always best to verify the information through official channels or trusted news outlets.",false
603d7670-5856-11e4-aaf5-a1ddcfbcd5a9,banksy-arrested-hoax,Anonymous street artist Banksy was arrested,False,92c10f80-5888-11e4-aaf5-a1ddcfbcd5a9,http://i100.independent.co.uk/article/no-banksy-has-not-been-arrested-sigh--lyEdmGGDUg,1,0870ede0-5889-11e4-aaf5-a1ddcfbcd5a9,"No, Banksy has not been arrested (sigh)",Matthew Champion,against,against,"Let’s clear this one up quickly.

A US website is carrying a report that the world’s richest street artist Banksy has been identified and arrested.

It is, of course, completely fake, and the quotes used in the National Report piece were originally ‘issued’ via a press release hosted by a satirical website in 2013.

Hm…",Is this true that Anonymous street artist Banksy was arrested?,"Banksy, the enigmatic street artist, has never been officially arrested or identified. Despite numerous attempts by law enforcement and art enthusiasts to uncover his true identity, Banksy remains anonymous. There have been several instances where individuals have been mistakenly identified as Banksy, but these claims have been disputed or disproven. In 2008, a man named Robin Gunningham was identified as Banksy by a former classmate, but Gunningham denied the claim. Similarly, in 2011, a man named Steve Lazarides, who had worked with Banksy, was rumored to be the artist, but Lazarides also denied the speculation. Banksy's anonymity has contributed to his mystique and artistic success. He has used his anonymity to create provocative and thought-provoking works that often critique societal norms and politics. Despite the lack of concrete evidence, Banksy's art has had a significant impact on the art world and popular culture. In conclusion, there is no credible evidence to suggest that Banksy has been arrested. His anonymity remains intact, and his art continues to inspire and challenge audiences worldwide.",false
d4016430-96dc-11e4-87a8-1d5d45e62193,banksy-hebdo-charlie-cartoon,Artist Banksy drew a cartoon about the Charlie Hebdo murders,False,c99e1020-974e-11e4-87a8-1d5d45e62193,http://factually.gizmodo.com/no-that-broken-pencil-illustration-isnt-by-banksy-1678226576,1,f5e89060-974e-11e4-87a8-1d5d45e62193,"No, that broken pencil illustration isn't by Banksy",Matt Novak,against,against,"You may have seen a clever Banksy illustration of broken pencils being shared far and wide on social media yesterday. It's a powerful message about optimism and rebuilding after facing adversity. But it's not by Banksy.

The illustration is actually by Lucille Clerc, a London-based illustrator. After being posted on an Instagram account purporting to be associated with Banksy, the image has been shared over 130,000 times. There are a lot of fake Banksy accounts on social media but the one that scraped Lucille Clerc's image has over a million followers, which explains its wide reach.

The Independent talked to a spokesperson from Banksy's camp who said ""We can confirm this is not by Banksy."" [Emergent]",Is this true that Artist Banksy drew a cartoon about the Charlie Hebdo murders?,"The question of whether Banksy drew a cartoon about the Charlie Hebdo murders is a topic of ongoing debate and speculation. While there is no definitive proof that Banksy created a cartoon specifically about the Charlie Hebdo attacks, there are some notable artworks and murals that have been attributed to the artist in the aftermath of the tragedy. One such artwork is a stencil piece depicting a masked figure holding a pen, which was discovered in Paris in 2015. The artwork was widely attributed to Banksy, although the artist never publicly confirmed the attribution. The stencil piece was seen by many as a tribute to the victims of the Charlie Hebdo attacks and a statement against censorship and freedom of speech. It's worth noting that Banksy is known for his anonymity and often leaves his artworks unsigned, making it difficult to verify his authorship. Additionally, the artist has been known to create artworks that are intentionally ambiguous and open to interpretation, which can lead to speculation and debate about their meaning and context. In conclusion, while there is no definitive proof that Banksy drew a cartoon about the Charlie Hebdo murders, there are some notable artworks and murals that have been attributed to the artist in the aftermath of the tragedy. The true authorship of these artworks remains uncertain, and it's up to individual interpretation to determine their meaning and significance.  1",false
ee3af700-3ab9-11e4-bc0b-3f922b93930d,batmobile-stolen,The Batmobile was stolen,False,86785300-3c45-11e4-bc0b-3f922b93930d,http://batman-news.com/2014/09/13/zack-snyder-tweets-photo-gcpd-arresting-stormtrooper-next-batmobile/,1,cdcb24d0-3c45-11e4-bc0b-3f922b93930d,Zack Snyder tweets photo of the GCPD arresting a Stormtrooper next to the Batmobile,Chris Begley,against,ignoring,"There was a crazy (false) rumor going around yesterday that said the Batmobile was stolen from the Batman v Superman: Dawn of Justice set. I think that director Zack Snyder is having a little fun with the rumor in his latest tweet.

Snyder shared a new picture of the Batmobile safe and sound, with the GCPD arresting a Stormtrooper. This continues the Star Wars and Batman v Superman themed tweets between Zack Snyder and Star Wars director J.J. Abrams.
If you missed them, here are the previous Star Wars themed tweets between the two directors:",Is this true that The Batmobile was stolen?,"The Batmobile, a fictional vehicle from the DC Comics universe, has not been stolen in the real world. The Batmobile is a iconic vehicle driven by the superhero Batman, and its existence is limited to the comic books, movies, and other media. It is not a real vehicle that can be stolen or lost. However, there have been instances where replicas or concept designs of the Batmobile have been stolen or lost. For example, in 2013, a replica of the Batmobile from the 1960s TV show ""Batman"" was stolen from a museum in California. The thief was later caught and the vehicle was recovered. It's worth noting that the Batmobile is a fictional vehicle, and any claims of it being stolen or lost are likely to be related to replicas or concept designs rather than the actual vehicle from the comics or movies. If you have any further questions or clarification regarding this, please feel free to ask.",false
8abf8540-8133-11e4-8faa-9748b2fc07a1,ben-edelman-racist-email,Harvard professor Ben Edelman sent an email with racist overtones to a restaurant that he'd argued with over food pricing,False,9942a910-8135-11e4-8faa-9748b2fc07a1,http://dankennedy.net/2014/12/11/boston-com-retracts-claim-about-racist-email-from-professor/,1,786f61a0-8136-11e4-8faa-9748b2fc07a1,Boston.com retracts claim about racist email from professor,Dan Kennedy,against,against,"The tale of the Harvard Business School professor who flipped out because he’d been overcharged $4 by a Chinese restaurant took an ugly turn Wednesday night. The Boston Globe’s free Boston.com site, which first reported the story, posted a follow-up claiming that Ben Edelman had sent a racist email to the restaurant owner — and then replaced the follow-up with an “Editor’s Note,” explaining that the authenticity of the email couldn’t be verified. The Boston Herald has a summary of what went wrong.

The original story about Edelman, by Boston.com’s Hilary Sargent, had gone viral. Who, after all, can resist reading about a privileged Harvard professor threatening legal action against a hard-working business owner because the prices on his website hadn’t been updated for a while? So when Boston.com retracted its explosive allegation (carrying Sargent and Roberto Scalese’s bylines) that Edelman was not just a contentious jerk but a racist, Twitter exploded.


So what did Boston.com publish? It wasn’t long before screen grabs started to make their way around the intertubes. J. Alain Ferry posted a copy here. What happened was that after Edelman apologized to Ran Duan, whose family owns the Sichuan Garden restaurant in Brookline, someone claiming to be Edelman sent another email to the restaurant owner, writing, “You may have won the battle Duan, but at least we can agree your menu is a little less slanty-eyed.” That’s followed up by an apology for accidentally sending what was meant as a private joke, which has the effect of making the mail seem more authentic.

Edelman’s domain name, benedelman.org, is easily found on the Web, and it’s not difficult to send an email using any address you like. The Sichuan Garden website offers an email form that lets you do exactly that. One clue is that all of the legitimate emails Boston.com has posted from Edelman are marked as coming from “Ben Edelman,” whereas the racist email and subsequent apology were from “ben@benedelman.org.”

Despite the retraction, Boston.com as of this moment is still all-in on the rest of its Edelman package. We’ll see what, if anything, comes next.",Is this true that Harvard professor Ben Edelman sent an email with racist overtones to a restaurant that he'd argued with over food pricing?,"Yes, it is true that Harvard professor Ben Edelman sent an email with racist overtones to a restaurant. In 2019, Edelman, a professor of business administration at Harvard Business School, sent an email to a restaurant in Boston after a disagreement over food pricing. The email contained language that some have described as racist, including a reference to the restaurant's ""African"" staff. Edelman's email sparked widespread outrage and criticism, with many calling for his resignation. The incident was widely reported in the media, and Edelman eventually issued an apology for his actions. The incident highlighted the importance of addressing racism and discrimination in all forms, including in the workplace. It is worth noting that Edelman's actions were widely condemned by his colleagues and the broader academic community, and he has since taken steps to address the harm caused by his actions. However, the incident serves as a reminder of the importance of being mindful of the impact of our words and actions on others, and the need to address and prevent discrimination in all its forms.",true
27b04730-1ce5-11e4-8c09-cd48fe37674e,Bieber-bear-attack,A man was saved from a bear attack thanks to a Justin Bieber ringtone,False,a6dd1500-1ce6-11e4-8c09-cd48fe37674e,http://www.kp.ru/daily/26263.4/3141355/,1,fd127aa0-1ce6-11e4-8c09-cd48fe37674e,"Beast-eater, frightened phone signal, threw the victim and rend in the taiga",Sergei Sumchenko,against,against,"Reports of more attacks in Yakutia bears on people 53-year-old Igor Nerungri Vorozhbitsyn ignored, they say, for his life more than once met nose to nose with clumsy and all circuits. So as usual without fear went fishing in the nearby Aldan region. From the road, a man went to the creek to winter quarters where usually stayed fishing. Weapons of a knife on his belt in his hands - rods, behind - the backpack.
To rain at times forced to throw a tight long cloak. A few kilometers left on the old highway. Pereobulsya, Bolotnikov tied to a backpack and walked toward the key Evota to zymes.
Coming in a somewhat macabre silence about three hundred meters, clearly felt that the rear - risk. At the same moment a powerful blow to the backpack knocked him down. Falling, he saw a couple of meters of a huge bear.
Igor himself considerable size, weight under one hundred pounds. But pounce beast with incredible force began to throw it as a toy. Poor fisherman tried to pull a knife, but the bitten hand predator is not obeyed, hanging whip.
What happened next, other than a miracle not to name. Bear attacks in the final chord in the chest and grabbed at the moment mobile fisherman made a sound.
- In the taiga time looked - it was 8:30 pm and put a mobile phone in his breast pocket - recalls that terrible battle Vorozhbitsyn. - I have an older model. Push the first button and the machine tells you how many times. When the bear sank his teeth into my chest and bit this button. ""Eight forty. Forty eight ... ""- said in a metallic voice my machine. Beast scared and ran away.
Still not really understanding what had happened, and waiting for a new attack, Igor few minutes lying on the ground. Everything is quiet. Rose. Oh, the horror! Bear almost took the scalp and the skin on the left side of the face, left deep lacerations on his stomach and chest, broke a vein in his right hand - there was gushing blood. How could, hand tied it with rags, but blood continued to ooze. Wounded and bleeding, being careful of the new bear attack, he moved for some reason in the opposite direction from winter quarters and soon completely lost. Night fell on the taiga. Escaping from the rain, cover the broken beast cloak. Very sick and dizzy. Somehow I pulled out his match. Tried to start a fire, but fingers did not obey. Suddenly spurted from the wound and the blood flooded matches.
Spent the night under a tree, listening to every rustle. At dawn, he went on. When the forces finally left, lay down on the ground and crawled. Sometimes got up and staggered moved on. When before the next overnight lay down to rest, suddenly, not believing himself felt the smoke of a fire ...
Two fishermen from Neryungri standing camp here, just picked up on the hands of out-of-darkness bloody Igor. Without delay, immediately put the wounded man in the car and rushed to the nearest village Khatymov. From there, the ambulance - Neryungri. Four hours of operation, and three surgeons literally collected on parched face bloodied pieces Igor. Then - three operations already in the Republican Hospital in Yakutsk. Fortunately, the fisherman left eye was saved. Igor saved and that the first shot hit on the head is not (bear paw easily cut out the skull), and a backpack. Played a protective role and dense coat. Bear claws and teeth left serious wounds on his stomach and chest fisherman. But by a happy coincidence did not touch the internal organs and even ribs broken. And if not for mobile ...

 Bear claws and teeth left serious wounds on his stomach and chest fisherman. 
While doctors saved Igor Vorozhbitsyna hunters looking for a bear attacked him. Evoty literally combed the neighborhood with dogs. And on July 26 shot clumsy 2-3 years old. However, within a few kilometers hunters found more traces of bears. So what killed a man-eating beast or not, no one really can not tell.",Is this true that A man was saved from a bear attack thanks to a Justin Bieber ringtone?,"Yes, it is true that a man was saved from a bear attack thanks to a Justin Bieber ringtone. The incident occurred in 2005 in Alaska, USA. The man, who was not identified, was hiking in the woods when he was attacked by a grizzly bear. He was able to scare the bear away by playing the Justin Bieber song ""Baby"" on his phone. The bear, startled by the loud and unfamiliar noise, retreated and the man was able to escape unharmed. It's worth noting that this incident is often cited as an example of the effectiveness of using loud noises to deter bears, and it has been widely reported in the media. However, it's also important to note that this is an isolated incident and there is no scientific evidence to support the claim that Justin Bieber's music is an effective bear deterrent. In any case, the incident highlights the importance of being prepared and taking necessary precautions when hiking in bear country, such as carrying bear spray and making noise while hiking to avoid surprising bears. It also serves as a reminder that even in unexpected situations, a little creativity and resourcefulness can go a long way in keeping us safe.",true
26440980-1bd3-11e4-8c09-cd48fe37674e,Bird-Putin,A bird pooped on Vladimir Putin during a speech,False,53eb3d20-1bdf-11e4-8c09-cd48fe37674e,http://knowmore.washingtonpost.com/2014/08/04/bird-defecates-on-vladimir-putin-during-speech-video/,2,6b5fd2b0-27ea-11e4-87b9-11d521c7a8bd,Vladimir Putin gives speech on dangers of military aggression,Max Ehrenfreund,against,ignoring,"Correction: A bird did not defecate on Russian President Vladimir Putin during a speech on Friday. The video appears to have been a hoax.

Vladimir Putin spoke at the dedication of a new monument to the First World War in Moscow on Friday. The Russian president said that the lessons of the war, which began a century ago this summer, were that peace is fragile, that military aggression is dangerous and that violence can generate more violence in turn.

Putin has supported the separatists in Ukraine who apparently shot down a Malaysian airliner last month, killing all 298 people on board. In the video above, a bird appears to defecate on Vladimir Putin, but it appears that the footage was altered.

European countries have been observing the centenary of the war this weekend, which claimed some 16 million lives, both soldiers and civilians.",Is this true that A bird pooped on Vladimir Putin during a speech?,"Yes, it is true that a bird pooped on Vladimir Putin during a speech. The incident occurred on June 14, 2003, during Putin's speech at the Red Square in Moscow, Russia. According to reports, a seagull flew overhead and dropped a large, brownish-gray substance on Putin's shoulder. The Russian president, known for his stoic demeanor, remained calm and continued speaking without interruption. The incident was widely reported in the media and has since become a popular anecdote about Putin's composure under pressure. It's worth noting that the authenticity of the event has been disputed by some, with some claiming it was staged for publicity purposes. However, most reputable sources confirm the incident occurred, and it has become a well-documented part of Putin's public image. In any case, the event has become a memorable moment in Putin's presidency and a testament to his ability to handle unexpected situations with poise.  1",true
6ecaa720-9ffb-11e4-a353-5b831fe927be,Boston-marathon-bomber-beaten,Boston marathon bombing suspect Dzhokhar Tsarnaev was severely beaten in prison,False,bdc3a200-9ffb-11e4-a353-5b831fe927be,http://www.inquisitr.com/1764947/dzhokhar-tsarnaev-beaten-in-prison-satirical-site-claims-boston-marathon-bombing-suspect-blinded-and-paralyzed/,1,bdfdebe0-9ffb-11e4-ac0b-6bdf74d3643a,Dzhokhar Tsarnaev Beaten In Prison? Satirical Site Claims Boston Marathon Bombing Suspect Blinded And Paralyzed,Nathan Francis,against,observing,"Dzhokhar Tsarnaev was attacked in prison and left blinded and paralyzed, a satirical website claimed in a story that quickly went viral this weekend.

On Saturday, the site Empire News posted a story claiming that the Boston Marathon bombing suspect was found lying in a pool of blood in his cell in Ft. Devens Detention Center in Massachusetts. The story made the rounds on the internet, with thousands of shares on Facebook and other social media and many welcoming the news.

But there is one problem — the incident never happened, and Dzhokhar Tsarnaev is still safe in his cell awaiting trial. Though the story fooled many, others noted that Empire News is a site dedicated entirely to satire, like a lesser known version of The Onion.

Those who browsed the site a bit found that out. Empire News has posted other stories including “Former Vice President Al Gore Arrested For Indecent Exposure,” and “It’s Official: New York Jets Moving To Los Angeles, Construction Of Los Angeles Stadium Begins.”

The details of the story itself gave readers reason for doubt.

“It initially appeared as though Tsarnaev slipped on a discarded banana peel and hit the floor with such force that his head bounced off the hard tile surface, probably 16 or 17 times. There was blood everywhere – all over the walls, the floor, even the toilet. The injuries have caused massive brain trauma,” said prison investigator Joe Goldsmith. “We determined though, through expert analysis, that it would be impossible for these injuries to have occurred through a fall. Our investigation has shown that that it was the Aryan Brotherhood who initiated an attack on Tsarnaev.”

The story went on to say that Boston Marathon bombing suspect Dzhokhar Tsarnaev was actually attacked in prison by members of the Aryan Nation prison gang.

“Yes, it was the brotherhood who took care of that bomber,” said Miles Smith, head of the Aryan Nation inside Devens. “The other gangs, they wanted him, too. We paid the guards the most money to have a shot. They stood aside, and let us do what we do. On the way out, they shook our hands, told us ‘Thank you.’ Well, You’re welcome. You’re welcome, Boston. You’re welcome, America!”

While Dzhokhar Tsarnaev was not attacked in prison, the Boston Marathon bombing suspect could still be killed for his crimes. He may face the death penalty if convicted.",Is this true that Boston marathon bombing suspect Dzhokhar Tsarnaev was severely beaten in prison?,"According to official records and credible sources, Dzhokhar Tsarnaev, the Boston marathon bombing suspect, has been subjected to various forms of punishment and treatment during his incarceration at the Federal Correctional Institution in Fort Devens, Massachusetts. While there have been reports of mistreatment and abuse, there is no conclusive evidence to suggest that he was ""severely beaten"" in prison. Tsarnaev has been held in solitary confinement for most of his time in prison, which has been a subject of controversy and criticism. He has also been subjected to strict restrictions, including limited access to books, newspapers, and other forms of communication. In 2015, the FBI launched an investigation into allegations of mistreatment and abuse at the prison, but the investigation found no evidence of widespread abuse or mistreatment. However, the investigation did identify some instances of excessive force and inadequate training among prison staff. It is essential to note that the exact nature and extent of Tsarnaev's treatment in prison are not publicly disclosed due to security concerns and the sensitive nature of the information. Therefore, it is difficult to provide a definitive answer to the question of whether he was ""severely beaten"" in prison. In summary, while there have been reports of mistreatment and abuse, there is no conclusive evidence to suggest that Dzhokhar Tsarnaev was ""severely beaten"" in prison. His treatment has been the subject of controversy and criticism, and the exact nature and extent of his punishment remain classified due to security concerns.",false
575bfcb0-ae15-11e4-9a23-0b6010caa867,brokaw-wants-williams-fired,Tom Brokaw wants Brian Williams fired,False,36880850-afdf-11e4-9a23-0b6010caa867,http://m.huffpost.com/us/entry/6630536?1423238572,1,88ab1a00-afdf-11e4-9a23-0b6010caa867,"Brian Williams' Future Uncertain As NBC News Investigates Iraq, Katrina Coverage",Michael Calderone,against,ignoring,"NEW YORK -- NBC News continued to reel on Friday in the wake of revelations that ""Nightly News"" anchor Brian Williams misled the public about his experiences reporting on the Iraq war and as his Hurricane Katrina coverage came under fresh scrutiny.

NBC News president Deborah Turness, who has not publicly commented since Williams’ on-air apology Wednesday, told employees in a memo Friday afternoon that the network had assembled “a team dedicated to gathering the facts to help us make sense of all that has transpired.”

The network’s decision to investigate Williams comes nearly two days after the onslaught of questions and social media criticism began. Williams apologized on-air Wednesday night for falsely claiming during a broadcast the previous week that his helicopter was hit by a rocket-propelled grenade in March 2003. But Williams has not explained how his version of events shifted dramatically over the course of 12 years and several Iraq War veterans have since disputed whether he was anywhere near the attack.

Williams appeared to have been thrown a life preserver Thursday when Rich Krell, an Iraq veteran who claimed to have flown Williams’ helicopter in Iraq, told CNN that the aircraft came under small arms fire, though not anything as heavy as an RPG. But after other crew members disputed his account, Krell told CNN he could no longer trust his memories of that day’s events.

The internal investigation will be led by Richard Esposito, who heads NBC’s investigative unit, according to the Daily News. Reached on Friday, Esposito referred HuffPost to a network spokeswoman who declined to comment.

The New York Post reported that in addition to Williams' work on the Iraq war, the probe will involve his coverage of Hurricane Katrina, which has also faced criticism in recent days. The New Orleans Advocate raised questions Thursday about Williams' claims that he saw dead bodies floating in the French Quarter, which sustained less flood damage than other parts of New Orleans since it's on higher ground, and that he contracted dysentery after the storm.

In the memo, Turness said that she and Williams addressed the “Nightly News” team Thursday night and a larger group of colleagues Friday morning. “Brian apologized once again, and specifically expressed how sorry he is for the impact this has had on all of you and on this proud organization,” she wrote.

Turness said the network is now trying to figure out “what the best next steps are – and when we have something to communicate we will of course share it with you.”

While management may not be revealing more until the investigation concludes, the Williams controversy is the talk of 30 Rock. Staffers are questioning whether he can weather the media storm and if he has enough allies to keep in him in the anchor desk.

Some at the network have speculated that former “Nightly News” anchor Tom Brokaw isn’t a fan of Williams and has been particularly upset about his successor’s admittedly false claim about his Iraq war reporting.

Brokaw pushed back against a New York Post story claiming he wanted Williams fired, but notably didn’t offer his own statement of support.

""I have neither demanded nor suggested Brian be fired,"" Brokaw said in an email to The Huffington Post. ""His future is up to Brian and NBC News executives.""",Is this true that Tom Brokaw wants Brian Williams fired?,"According to various reports and sources, Tom Brokaw, the renowned American journalist and former NBC News anchor, has publicly expressed his disapproval of Brian Williams' handling of a 2003 incident in Iraq. Specifically, Brokaw criticized Williams for exaggerating his role in the incident, which led to Williams' suspension from NBC News in 2015. While it is not explicitly stated that Brokaw wants Williams fired, his comments suggest that he believes Williams' actions were unacceptable and damaged the credibility of the news organization. It is essential to note that Brokaw's criticism was primarily focused on Williams' actions rather than a personal vendetta. Brokaw's comments were made in the context of a discussion about the importance of truth and accuracy in journalism, emphasizing the need for journalists to maintain the public's trust. In summary, while Brokaw did not explicitly call for Williams' termination, his comments conveyed his disapproval of Williams' actions and the impact they had on the news organization.",false
